image_id,frontal,lateral,trash
10261_lateral.png,6.119191766629228e-07,0.9999979734420776,1.388453483741614e-06
10022_lateral.png,6.563352599187056e-07,0.9999991655349731,1.4851711682695168e-07
10006_lateral.png,7.146061307139462e-07,0.9990647435188293,0.0009345303988084197
10184_lateral.png,1.1467171816548216e-06,0.9999986886978149,1.9989921895557927e-07
10241_lateral.png,2.802296421577921e-07,0.9999681711196899,3.154540172545239e-05
10161_lateral.png,7.781094524261789e-08,0.999971866607666,2.810266232700087e-05
10119_lateral.png,7.040910645628173e-07,0.9999970197677612,2.258598669868661e-06
10320_lateral.png,7.811971045157406e-06,0.9999819993972778,1.01340174296638e-05
10370_lateral.png,2.7651915388560155e-06,0.9970805048942566,0.0029166971798986197
10196_lateral.png,4.265230472810799e-06,0.9999825954437256,1.3105086509312969e-05
10325_lateral.png,4.523122925093048e-07,0.9999995231628418,1.7446867062176352e-08
10371_lateral.png,9.620862329029478e-07,0.9999871253967285,1.1930868822673801e-05
10380_lateral.png,7.062921554279455e-07,0.9999816417694092,1.7680289602139965e-05
10057_lateral.png,2.370796750028603e-07,0.9999111890792847,8.855604392010719e-05
10137_lateral.png,1.7279176063311752e-06,0.9999535083770752,4.474986417335458e-05
10125_lateral.png,1.4005439652464702e-07,0.9999997615814209,7.631098242200096e-08
10278_lateral.png,6.542014574506538e-08,0.9999991655349731,7.670066679565934e-07
10263_lateral.png,1.1592997850584652e-07,0.9999887943267822,1.112482186726993e-05
10011_lateral.png,9.373035027238075e-06,0.9997046589851379,0.0002859584928955883
10097_lateral.png,3.260838639107533e-07,0.9999878406524658,1.1832331438199617e-05
10301_lateral.png,4.30990212407778e-07,0.999956488609314,4.308817733544856e-05
10083_lateral.png,7.729942126388778e-07,0.9997367262840271,0.00026243843603879213
10433_lateral.png,2.0143448864473612e-07,0.9999744892120361,2.536801366659347e-05
10307_lateral.png,4.2419824808348494e-07,0.9999983310699463,1.2916819969177595e-06
10442_lateral.png,1.4655564655186026e-06,0.999652624130249,0.00034587332629598677
10121_lateral.png,2.073106543321046e-06,0.9998546838760376,0.00014323594223242253
10214_lateral.png,1.2002761877738521e-06,0.999901294708252,9.746597788762301e-05
10016_lateral.png,1.0642697390039757e-08,0.999998927116394,1.0227918210148346e-06
10266_lateral.png,4.340868997587677e-08,0.9999998807907104,1.724114540024857e-08
10187_lateral.png,6.846992732789658e-07,0.9999973773956299,1.9027153257411555e-06
10054_lateral.png,2.959852167805366e-07,0.9999902248382568,9.488473551755305e-06
10033_lateral.png,2.771878598650801e-06,0.9999151229858398,8.21555222501047e-05
10117_lateral.png,0.0002204219053965062,0.8760857582092285,0.12369382381439209
10157_lateral.png,4.287174135697569e-07,0.9999982118606567,1.3488089507518453e-06
10358_lateral.png,1.9510853235260583e-06,0.9999594688415527,3.861688674078323e-05
10102_lateral.png,1.0763289537862875e-05,0.99997878074646,1.0395975550636649e-05
